raw_text,aspectTerms,qwen_pred
– This place is unbelievably over-rated.,"[{'term': 'place', 'polarity': 'negative'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:14.4136458Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116862305, 'load_duration': 16365700, 'prompt_eval_count': 182, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-1402f7e0-5f81-434e-ae36-e4c817aea650-0' usage_metadata={'input_tokens': 182, 'output_tokens': 6, 'total_tokens': 188}"
"If I want to stand in line on Sunday for an hour to get average brunch food, then I would put Murphy's at the top of the list.","[{'term': 'brunch food', 'polarity': 'neutral'}]","content=""['brunch food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:14.538798975Z', 'done': True, 'done_reason': 'stop', 'total_duration': 123258817, 'load_duration': 16249930, 'prompt_eval_count': 204, 'prompt_eval_duration': 20000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-60f5f442-1318-4a96-8008-59b290b02272-0' usage_metadata={'input_tokens': 204, 'output_tokens': 6, 'total_tokens': 210}"
The regular menu here is slightly above average that is not worth the snotty attitude that you receive.,"[{'term': 'regular menu', 'polarity': 'neutral'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:14.662427312Z', 'done': True, 'done_reason': 'stop', 'total_duration': 121840629, 'load_duration': 16112060, 'prompt_eval_count': 193, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b7f5b82c-5a19-4eef-a0a5-ee6e4b14eb6a-0' usage_metadata={'input_tokens': 193, 'output_tokens': 6, 'total_tokens': 199}"
10!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:14.792154652Z', 'done': True, 'done_reason': 'stop', 'total_duration': 127262503, 'load_duration': 16233220, 'prompt_eval_count': 176, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 87000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-0fa3b485-2417-41a5-9a07-aeffec63f728-0' usage_metadata={'input_tokens': 176, 'output_tokens': 6, 'total_tokens': 182}"
"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'fish', 'polarity': 'positive'}, {'term': 'sake', 'polarity': 'positive'}, {'term': 'SOHO location', 'polarity': 'positive'}, {'term': 'Salmon', 'polarity': 'positive'}, {'term': 'Tuna', 'polarity': 'positive'}, {'term': 'Fluke', 'polarity': 'positive'}, {'term': 'Yellow Tail', 'polarity': 'positive'}, {'term': 'Cod', 'polarity': 'positive'}, {'term': 'Mackeral', 'polarity': 'positive'}, {'term': 'Jellyfish', 'polarity': 'positive'}, {'term': 'Sea Urchin', 'polarity': 'positive'}, {'term': 'Shrimp', 'polarity': 'positive'}, {'term': 'Lobster', 'polarity': 'positive'}, {'term': 'Sea Bream', 'polarity': 'positive'}, {'term': 'Trout', 'polarity': 'positive'}, {'term': 'Milk Fish', 'polarity': 'positive'}, {'term': 'Blue Fin Tuna', 'polarity': 'positive'}, {'term': 'Eel', 'polarity': 'positive'}, {'term': 'Crab', 'polarity': 'positive'}, {'term': 'Sardine', 'polarity': 'positive'}, {'term': 'Monk Fish', 'polarity': 'positive'}, {'term': 'Roe', 'polarity': 'positive'}, {'term': 'Scallop', 'polarity': 'positive'}, {'term': 'Oysters', 'polarity': 'positive'}, {'term': 'Toro', 'polarity': 'positive'}]","content=""['expertly cut fish', 'great sake', 'killer SOHO location', 'Salmon', 'Tuna', 'Fluke', 'Yellow Tail', 'Cod', 'Mackeral', 'Jellyfish', 'Sea Urchin', 'Shrimp', 'Lobster', 'Sea Bream', 'Trout', 'Milk Fish', 'Blue Fin Tuna', 'Eel', 'Crab', 'Sardine', 'Monk Fish', 'Roe', 'Scallop', 'Oysters', 'varity of Toro']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:16.425807199Z', 'done': True, 'done_reason': 'stop', 'total_duration': 1631787840, 'load_duration': 19670766, 'prompt_eval_count': 268, 'prompt_eval_duration': 34000000, 'eval_count': 117, 'eval_duration': 1573000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-23be97a5-9681-4ccf-ac49-e13df000af44-0' usage_metadata={'input_tokens': 268, 'output_tokens': 117, 'total_tokens': 385}"
"There is only one place on the east coast that has it all, plus a lot more.","[{'term': 'place', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:16.547770828Z', 'done': True, 'done_reason': 'stop', 'total_duration': 119562102, 'load_duration': 17145689, 'prompt_eval_count': 192, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-a3c3a087-eb9f-4dec-8b54-616d4e8f5953-0' usage_metadata={'input_tokens': 192, 'output_tokens': 6, 'total_tokens': 198}"
"Better than nobu, tomoe, taka, yama, sugiyama, and the rest.","[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[Better than nobu, tomoe, taka, yama, sugiyama]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:16.852785951Z', 'done': True, 'done_reason': 'stop', 'total_duration': 302548856, 'load_duration': 16007620, 'prompt_eval_count': 195, 'prompt_eval_duration': 18000000, 'eval_count': 20, 'eval_duration': 263000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-1f927371-2f5e-4e52-90c0-84cd6d4547e1-0' usage_metadata={'input_tokens': 195, 'output_tokens': 20, 'total_tokens': 215}"
Bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world: BLUE RIBBON SUSHI.,"[{'term': 'BLUE RIBBON SUSHI', 'polarity': 'positive'}]","content=""['best sushi restaurant']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:16.979194544Z', 'done': True, 'done_reason': 'stop', 'total_duration': 124273396, 'load_duration': 16266030, 'prompt_eval_count': 203, 'prompt_eval_duration': 20000000, 'eval_count': 6, 'eval_duration': 83000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-9a8a828e-a339-49c4-91d1-0fffdcb36d22-0' usage_metadata={'input_tokens': 203, 'output_tokens': 6, 'total_tokens': 209}"
Believe it baby!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:17.097407788Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116138156, 'load_duration': 17159679, 'prompt_eval_count': 178, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-aeebf5af-8efa-4084-87ba-ab3d7c75d562-0' usage_metadata={'input_tokens': 178, 'output_tokens': 6, 'total_tokens': 184}"
Cut to the chase - this is amazing!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:17.214793783Z', 'done': True, 'done_reason': 'stop', 'total_duration': 115495647, 'load_duration': 15994710, 'prompt_eval_count': 182, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-60120f48-0ddb-4c6f-8af3-4271ce3d9410-0' usage_metadata={'input_tokens': 182, 'output_tokens': 6, 'total_tokens': 188}"
It's unpretentious and underground.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:17.332811677Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116774046, 'load_duration': 16068450, 'prompt_eval_count': 181, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-0d55ab0d-3521-4aad-8ed8-506c8eaa8332-0' usage_metadata={'input_tokens': 181, 'output_tokens': 6, 'total_tokens': 187}"
"It's fresh, welcoming, delicious, and relaxing.","[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:17.451874369Z', 'done': True, 'done_reason': 'stop', 'total_duration': 116280696, 'load_duration': 16820169, 'prompt_eval_count': 184, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-7684ffe4-1d91-4d3b-b4ea-17c24a338051-0' usage_metadata={'input_tokens': 184, 'output_tokens': 6, 'total_tokens': 190}"
"Hands down, the best tuna I have ever had.","[{'term': 'tuna', 'polarity': 'positive'}]","content='[tuna]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:17.547466251Z', 'done': True, 'done_reason': 'stop', 'total_duration': 93557414, 'load_duration': 19204186, 'prompt_eval_count': 184, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 54000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-847129f6-7e8c-4ff9-bb40-d5e2c47aff3e-0' usage_metadata={'input_tokens': 184, 'output_tokens': 4, 'total_tokens': 188}"
Blue Ribbon lives up to it's fantastic reputation.,"[{'term': 'Blue Ribbon', 'polarity': 'positive'}]","content=""['fantastic reputation']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:17.666544013Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117386774, 'load_duration': 17629798, 'prompt_eval_count': 183, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-f0b6db67-aaac-4844-80b2-6fea796a06ee-0' usage_metadata={'input_tokens': 183, 'output_tokens': 6, 'total_tokens': 189}"
I went here on a recommendation and will surely return time and time again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:17.79083075Z', 'done': True, 'done_reason': 'stop', 'total_duration': 121634100, 'load_duration': 17434539, 'prompt_eval_count': 188, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-3205813d-5833-43f4-8557-e09bce7c94b3-0' usage_metadata={'input_tokens': 188, 'output_tokens': 6, 'total_tokens': 194}"
What a find!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:17.909018313Z', 'done': True, 'done_reason': 'stop', 'total_duration': 115857026, 'load_duration': 16274690, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-c938e675-5573-4c45-ae97-0e1676b042bb-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
Well worth it ,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:18.028242006Z', 'done': True, 'done_reason': 'stop', 'total_duration': 118043664, 'load_duration': 19468466, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 78000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-63d7b435-c198-4865-9750-19a806b63a20-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
Great value sushi with high quality & nice setting.,"[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'setting', 'polarity': 'positive'}]","content=""['sushi', 'setting']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:18.172658687Z', 'done': True, 'done_reason': 'stop', 'total_duration': 142697123, 'load_duration': 18194267, 'prompt_eval_count': 183, 'prompt_eval_duration': 16000000, 'eval_count': 8, 'eval_duration': 104000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-c451e37f-c5eb-40be-bdd9-1b75bf21cade-0' usage_metadata={'input_tokens': 183, 'output_tokens': 8, 'total_tokens': 191}"
Good for late night dining (last minute planning) without reservations.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content=""['late night dining']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:18.291836199Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117478044, 'load_duration': 15999980, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-2c12d11b-99b7-4d70-9f3b-12f136abce57-0' usage_metadata={'input_tokens': 186, 'output_tokens': 6, 'total_tokens': 192}"
Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,"[{'term': 'rolls', 'polarity': 'positive'}, {'term': 'smoked yellowtail', 'polarity': 'positive'}, {'term': ""Chef's Choice for sushi"", 'polarity': 'positive'}]","content=""['smoked yellowtail', 'rolls']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:18.467464942Z', 'done': True, 'done_reason': 'stop', 'total_duration': 173468505, 'load_duration': 15830770, 'prompt_eval_count': 194, 'prompt_eval_duration': 18000000, 'eval_count': 10, 'eval_duration': 134000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-c70e4918-09ce-4801-9172-7ee18106b76b-0' usage_metadata={'input_tokens': 194, 'output_tokens': 10, 'total_tokens': 204}"
Poor customer service/poor pizza.,"[{'term': 'customer service', 'polarity': 'negative'}, {'term': 'pizza', 'polarity': 'negative'}]","content=""['customer service', 'pizza']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:18.612369763Z', 'done': True, 'done_reason': 'stop', 'total_duration': 142841714, 'load_duration': 17027579, 'prompt_eval_count': 180, 'prompt_eval_duration': 17000000, 'eval_count': 8, 'eval_duration': 105000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-3fd80781-123d-4f10-b24e-a54eb758ce0e-0' usage_metadata={'input_tokens': 180, 'output_tokens': 8, 'total_tokens': 188}"
"– As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.","[{'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]","content=""['service', 'food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:18.747298386Z', 'done': True, 'done_reason': 'stop', 'total_duration': 132961026, 'load_duration': 15831471, 'prompt_eval_count': 196, 'prompt_eval_duration': 18000000, 'eval_count': 7, 'eval_duration': 94000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-d50631a0-ae2e-46fe-9718-c742934530cc-0' usage_metadata={'input_tokens': 196, 'output_tokens': 7, 'total_tokens': 203}"
